age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,contactado_previamente,rango_edad
38,services,married,high.school,no,yes,yes,telephone,mayo,lunes,506,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,admin,divorced,university.degree,unknown,no,no,telephone,mayo,lunes,114,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,114,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
54,management,divorced,university.degree,no,yes,no,telephone,mayo,lunes,843,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
43,blue-collar,married,high.school,unknown,no,yes,telephone,mayo,lunes,181,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,services,married,high.school,unknown,no,no,telephone,mayo,lunes,427,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,technician,married,university.degree,no,yes,yes,telephone,mayo,lunes,292,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,admin,single,university.degree,unknown,no,no,telephone,mayo,lunes,192,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,services,married,high.school,no,no,no,telephone,mayo,lunes,93,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
46,management,married,basic,no,no,no,telephone,mayo,lunes,128,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
44,services,married,high.school,no,yes,yes,telephone,mayo,lunes,107,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
51,admin,single,basic,no,no,no,telephone,mayo,lunes,303,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
28,services,married,high.school,no,yes,no,telephone,mayo,lunes,81,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
37,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,270,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
34,technician,married,high.school,no,no,no,telephone,mayo,lunes,228,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
46,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,240,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
42,blue-collar,married,basic,no,yes,yes,telephone,mayo,lunes,673,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Adultos (30-45)
36,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,233,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
54,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,102,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
57,management,married,university.degree,no,no,no,telephone,mayo,lunes,461,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
51,technician,married,basic,unknown,no,no,telephone,mayo,lunes,250,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
54,retired,married,high.school,unknown,no,no,telephone,mayo,lunes,130,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
49,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,252,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
34,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,138,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,technician,married,professional.course,no,no,no,telephone,mayo,lunes,412,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
38,blue-collar,single,basic,no,yes,no,telephone,mayo,lunes,179,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,management,divorced,university.degree,no,no,no,telephone,mayo,lunes,19,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,technician,married,university.degree,no,no,no,telephone,mayo,lunes,228,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
34,blue-collar,single,basic,unknown,yes,no,telephone,mayo,lunes,55,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
48,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,717,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
37,admin,married,high.school,unknown,yes,no,telephone,mayo,lunes,313,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
34,blue-collar,single,basic,unknown,no,no,telephone,mayo,lunes,289,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
40,admin,married,basic,unknown,yes,no,telephone,mayo,lunes,683,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,1077,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
33,services,married,high.school,no,no,no,telephone,mayo,lunes,146,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
32,services,single,basic,no,no,no,telephone,mayo,lunes,167,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,blue-collar,married,high.school,no,yes,no,telephone,mayo,lunes,356,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,admin,married,university.degree,no,no,no,telephone,mayo,lunes,277,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,172,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,student,single,university.degree,unknown,no,no,telephone,mayo,lunes,218,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,student,single,university.degree,unknown,yes,yes,telephone,mayo,lunes,217,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,unemployed,married,professional.course,no,no,no,telephone,mayo,lunes,67,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,services,single,basic,no,no,no,telephone,mayo,lunes,291,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,student,single,university.degree,unknown,yes,no,telephone,mayo,lunes,248,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,student,single,basic,no,yes,no,telephone,mayo,lunes,256,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
55,housemaid,divorced,university.degree,no,no,no,telephone,mayo,lunes,286,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
59,admin,married,university.degree,no,no,no,telephone,mayo,lunes,477,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
57,retired,married,basic,unknown,no,no,telephone,mayo,lunes,611,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
39,blue-collar,married,professional.course,unknown,yes,no,telephone,mayo,lunes,471,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,housemaid,married,basic,unknown,yes,no,telephone,mayo,lunes,381,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
30,blue-collar,single,basic,no,yes,no,telephone,mayo,lunes,251,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
30,blue-collar,single,basic,no,yes,yes,telephone,mayo,lunes,408,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
50,housemaid,married,basic,unknown,no,no,telephone,mayo,lunes,287,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,services,married,high.school,no,no,no,telephone,mayo,lunes,322,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,admin,married,high.school,no,yes,no,telephone,mayo,lunes,216,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,technician,married,professional.course,unknown,no,no,telephone,mayo,lunes,366,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,services,single,basic,unknown,yes,no,telephone,mayo,lunes,210,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
46,technician,married,basic,unknown,yes,no,telephone,mayo,lunes,288,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,technician,married,basic,no,no,no,telephone,mayo,lunes,168,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
58,retired,married,university.degree,no,no,no,telephone,mayo,lunes,132,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
42,technician,married,university.degree,no,no,no,telephone,mayo,lunes,64,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,admin,single,university.degree,no,no,no,telephone,mayo,lunes,209,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,retired,married,basic,unknown,no,no,telephone,mayo,lunes,410,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,blue-collar,married,basic,no,yes,yes,telephone,mayo,lunes,177,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,admin,married,professional.course,no,yes,no,telephone,mayo,lunes,580,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
50,services,divorced,professional.course,no,yes,no,telephone,mayo,lunes,165,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
32,management,divorced,basic,unknown,yes,no,telephone,mayo,lunes,127,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,admin,married,high.school,unknown,no,no,telephone,mayo,lunes,357,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
52,self-employed,married,university.degree,unknown,no,no,telephone,mayo,lunes,175,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
44,admin,married,professional.course,no,yes,no,telephone,mayo,lunes,300,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,136,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
48,admin,married,high.school,no,no,no,telephone,mayo,lunes,125,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
33,services,married,high.school,unknown,no,yes,telephone,mayo,lunes,189,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,management,married,university.degree,unknown,no,yes,telephone,mayo,lunes,213,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
57,retired,married,high.school,no,no,no,telephone,mayo,lunes,238,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
36,technician,single,professional.course,no,no,no,telephone,mayo,lunes,124,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
34,management,married,university.degree,no,yes,no,telephone,mayo,lunes,18,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
34,services,single,basic,no,no,no,telephone,mayo,lunes,730,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
30,technician,married,university.degree,unknown,no,no,telephone,mayo,lunes,40,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
33,services,divorced,high.school,no,no,no,telephone,mayo,lunes,181,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
32,technician,single,professional.course,no,no,no,telephone,mayo,lunes,79,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,technician,single,high.school,no,yes,no,telephone,mayo,lunes,142,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,blue-collar,single,high.school,no,no,yes,telephone,mayo,lunes,389,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
33,services,single,high.school,no,no,no,telephone,mayo,lunes,702,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
40,technician,divorced,professional.course,no,no,no,telephone,mayo,lunes,151,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,211,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
51,services,married,basic,no,yes,no,telephone,mayo,lunes,117,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
36,technician,married,professional.course,no,yes,no,telephone,mayo,lunes,232,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
28,services,married,high.school,no,no,no,telephone,mayo,lunes,408,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
53,services,married,high.school,no,yes,yes,telephone,mayo,lunes,370,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
58,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,179,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
45,management,married,basic,no,no,yes,telephone,mayo,lunes,46,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,technician,married,professional.course,no,yes,no,telephone,mayo,lunes,200,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
33,admin,married,high.school,no,no,yes,telephone,mayo,lunes,50,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
33,admin,married,high.school,no,no,yes,telephone,mayo,lunes,181,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
27,blue-collar,single,basic,no,yes,no,telephone,mayo,lunes,119,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
42,technician,married,high.school,no,no,no,telephone,mayo,lunes,361,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,admin,divorced,basic,no,no,no,telephone,mayo,lunes,73,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,admin,married,university.degree,no,no,no,telephone,mayo,lunes,67,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
27,blue-collar,single,basic,no,no,no,telephone,mayo,lunes,350,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
34,self-employed,single,university.degree,no,yes,no,telephone,mayo,lunes,150,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
31,student,single,university.degree,unknown,no,no,telephone,mayo,lunes,332,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
54,management,divorced,university.degree,no,no,no,telephone,mayo,lunes,611,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,self-employed,married,basic,unknown,no,no,telephone,mayo,lunes,58,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
52,unemployed,married,high.school,unknown,yes,no,telephone,mayo,lunes,151,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
47,management,divorced,university.degree,no,no,no,telephone,mayo,lunes,89,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
49,housemaid,married,basic,unknown,no,no,telephone,mayo,lunes,152,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
32,admin,single,high.school,no,no,no,telephone,mayo,lunes,611,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
49,housemaid,single,high.school,unknown,yes,yes,telephone,mayo,lunes,110,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
50,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,463,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
34,services,married,high.school,no,no,no,telephone,mayo,lunes,962,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
55,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,102,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
47,technician,single,basic,no,no,no,telephone,mayo,lunes,10,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
51,retired,married,professional.course,no,no,no,telephone,mayo,lunes,118,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
47,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,92,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
56,technician,married,basic,no,yes,no,telephone,mayo,lunes,143,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
53,admin,married,basic,no,no,no,telephone,mayo,lunes,189,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
36,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,75,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,blue-collar,divorced,basic,no,yes,no,telephone,mayo,lunes,189,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,blue-collar,divorced,basic,no,no,no,telephone,mayo,lunes,55,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,housemaid,married,basic,no,yes,no,telephone,mayo,lunes,935,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Adultos (30-45)
37,admin,single,high.school,no,yes,yes,telephone,mayo,lunes,56,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
60,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,5,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
36,services,married,high.school,no,no,no,telephone,mayo,lunes,225,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,management,divorced,university.degree,no,yes,no,telephone,mayo,lunes,125,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
31,admin,married,high.school,no,yes,yes,telephone,mayo,lunes,286,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
53,technician,divorced,professional.course,unknown,no,yes,telephone,mayo,lunes,206,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
45,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,164,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
37,technician,single,professional.course,no,yes,no,telephone,mayo,lunes,98,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
47,self-employed,married,professional.course,no,no,no,telephone,mayo,lunes,446,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
49,blue-collar,divorced,high.school,no,no,yes,telephone,mayo,lunes,742,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
36,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,120,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,services,divorced,high.school,no,no,no,telephone,mayo,lunes,122,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
38,admin,married,basic,unknown,no,no,telephone,mayo,lunes,362,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
38,services,single,high.school,unknown,no,no,telephone,mayo,lunes,357,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
50,blue-collar,divorced,high.school,unknown,no,yes,telephone,mayo,lunes,200,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
59,retired,married,professional.course,unknown,no,no,telephone,mayo,lunes,107,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
43,admin,married,basic,no,yes,no,telephone,mayo,lunes,267,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,admin,married,high.school,no,yes,no,telephone,mayo,lunes,248,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
40,admin,married,basic,unknown,yes,no,telephone,mayo,lunes,215,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
46,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,209,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
57,housemaid,divorced,basic,no,yes,yes,telephone,mayo,lunes,205,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
42,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,261,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,83,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
54,management,divorced,university.degree,no,yes,no,telephone,mayo,lunes,106,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
27,admin,single,university.degree,no,no,no,telephone,mayo,lunes,106,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
36,admin,married,high.school,no,no,no,telephone,mayo,lunes,108,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
58,blue-collar,married,professional.course,unknown,yes,no,telephone,mayo,lunes,214,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,management,married,university.degree,unknown,yes,no,telephone,mayo,lunes,358,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
34,admin,single,basic,unknown,no,no,telephone,mayo,lunes,453,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
33,admin,divorced,high.school,no,no,no,telephone,mayo,lunes,364,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,retired,married,basic,no,no,no,telephone,mayo,lunes,136,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
42,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,173,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,services,married,high.school,no,yes,no,telephone,mayo,lunes,241,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
54,management,single,basic,no,yes,no,telephone,mayo,lunes,224,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
53,admin,single,basic,no,yes,yes,telephone,mayo,lunes,148,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
42,technician,single,professional.course,no,no,no,telephone,mayo,lunes,230,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
40,services,married,basic,unknown,no,no,telephone,mayo,lunes,199,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
54,technician,married,professional.course,no,yes,yes,telephone,mayo,lunes,196,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,housemaid,single,professional.course,no,no,no,telephone,mayo,lunes,111,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
